ردیف,دسته بندی,محصول,وزن,عیار,فی تهیه اجرت درصدی,اجرت درصدی فروش,فی تهیه اجرت مبلغی,اجرت مبلغی فروش,فی تهیه سنگ,فی فروش سنگ,رنگ,نوع کالا,سایز,کد قدیمی,تصویر
178,کار ساخته بازار,GD01014931 - پرشین,2.02,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260715-25.jpg
179,کار ساخته بازار,GD01014930 - پرشین,1.94,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260715-722.jpg
180,کار ساخته بازار,GD01014929 - پرشین,2.01,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260715-495.jpg
181,کار ساخته بازار,GD01014928 - پرشین,1.95,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260715-239.jpg
182,کار ساخته بازار,GD01014927 - پرشین,2.05,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260715-176.jpg
183,کار ساخته بازار,GD01014926 - پرشین,2.0,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260715-978.jpg
184,کار ساخته بازار,GD01014925 - پرشین,1.86,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260715-578.jpg
185,کار ساخته بازار,GD01014924 - پرشین,2.09,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260715-531.jpg
186,کار ساخته بازار,GD01014923 - پرشین,2.07,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260715-678.jpg
187,کار ساخته بازار,GD01014922 - پرشین,2.06,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260715-704.jpg
188,کار ساخته بازار,GD01014921 - پرشین,2.05,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260715-542.jpg
189,کار ساخته بازار,GD01014920 - پرشین,1.99,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260715-471.jpg
190,کار ساخته بازار,GD01014919 - پرشین,2.06,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260715-121.jpg
191,کار ساخته بازار,GD01014918 - پرشین,2.21,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260715-969.jpg
192,کار ساخته بازار,GD01014917 - پرشین,2.12,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260715-1544.jpg
193,کار ساخته بازار,GD01014916 - پرشین,2.03,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260715-876.jpg
194,کار ساخته بازار,GD01014914 - پرشین,2.0,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-363.jpg
195,کار ساخته بازار,GD01014913 - پرشین,1.98,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-818.jpg
196,کار ساخته بازار,GD01014912 - پرشین,1.98,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-852.jpg
197,کار ساخته بازار,GD01014911 - پرشین,1.89,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-868.jpg
198,کار ساخته بازار,GD01014910 - پرشین,1.88,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-965.jpg
199,کار ساخته بازار,GD01014909 - پرشین,1.87,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-196.jpg
200,کار ساخته بازار,GD01014908 - پرشین,1.95,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-26.jpg
201,کار ساخته بازار,GD01014907 - پرشین,1.9,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-143.jpg
202,کار ساخته بازار,GD01014906 - پرشین,1.83,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-646.jpg
203,کار ساخته بازار,GD01014905 - پرشین,1.78,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-565.jpg
204,کار ساخته بازار,GD01014904 - پرشین,1.98,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-375.jpg
205,کار ساخته بازار,GD01014903 - پرشین,1.84,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-242.jpg
206,کار ساخته بازار,GD01014902 - پرشین,1.92,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-913.jpg
207,کار ساخته بازار,GD01014901 - آرین,6.69,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,4.0,,Img20260715-99.jpg
208,کار ساخته بازار,GD01014900 - پرش,5.78,750.0,4.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-338.jpg
209,کار ساخته بازار,GD01014899 - 630,5.23,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260715-70.jpg
210,کار ساخته بازار,GD01014898 - 630,5.22,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260715-1109.jpg
211,کار ساخته بازار,GD01014897 - 630,4.83,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-604.jpg
212,کار ساخته بازار,GD01014896 - 630,4.82,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-214.jpg
213,کار ساخته بازار,GD01014895 - 710,4.74,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-274.jpg
214,کار ساخته بازار,GD01014894 - تراش,6.46,750.0,3.7,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-653.jpg
215,کار ساخته بازار,GD01014893 - 609,6.35,750.0,3.7,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-771.jpg
216,کار ساخته بازار,GD01014892 - تراش,5.4,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,0.4,,Img20260715-615.jpg
217,کار ساخته بازار,GD01014891 - تراش,5.53,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,0.5,,Img20260715-532.jpg
218,کار ساخته بازار,GD01014890 - تراش,4.03,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,0.1,,Img20260715-1607.jpg
219,کار ساخته بازار,GD01014889 - تراش,5.13,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,0.3,,Img20260715-681.jpg
220,کار ساخته بازار,GD01014888 - تراش,4.64,750.0,3.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,0.2,,Img20260715-577.jpg
221,کار ساخته بازار,GD01014887 - فالکون,2.2,750.0,10.5,12.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260715-351.jpg
222,کار ساخته بازار,GD01014886 - فالکون,2.0,750.0,10.5,12.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260715-74.jpg
223,کار ساخته بازار,GD01014884 - تراش,2.37,750.0,10.0,11.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260715-584.jpg
224,کار ساخته بازار,GD01014883 - تراش,1.13,750.0,8.2,9.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260715-384.jpg
225,کار ساخته بازار,GD01014882 - تراش,1.55,750.0,8.2,9.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260715-417.jpg
226,کار ساخته بازار,GD01014879 - لیانا,6.57,750.0,4.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,2.0,,Img20260715-998.jpg
227,کار ساخته بازار,GD01014878 - ثنا,6.44,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,3.0,,Img20260715-342.jpg
228,کار ساخته بازار,GD01014877 - ثنا,6.86,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,2.0,,Img20260715-745.jpg
229,کار ساخته بازار,GD01014876 - ثنا,6.42,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,تک پوش,1.0,,Img20260715-282.jpg
230,کار ساخته بازار,GD01014875 - تراش,0.7,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260715-352.jpg
231,کار ساخته بازار,GD01014874 - تراش,0.72,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260715-462.jpg
232,کار ساخته بازار,GD01014873 - الکترو پروفیل,0.55,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260715-990.jpg
233,کار ساخته بازار,GD01014872 - الکترو پروفیل,0.56,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260715-701.jpg
234,کار ساخته بازار,GD01014871 - الکترو پروفیل,0.64,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260715-400.jpg
235,کار ساخته بازار,GD01014870 - شانل,1.55,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260715-782.jpg
236,کار ساخته بازار,GD01014869 - شانل,4.46,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20260715-208.jpg
237,کار ساخته بازار,GD01014868 - شانل,2.4,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20260715-848.jpg
238,کار ساخته بازار,GD01014867 - باران,1.4,750.0,4.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20260715-875.jpg
239,کار ساخته بازار,GD01014864 - باران,1.3,750.0,4.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20260715-165.jpg
240,کار ساخته بازار,GD01014862 - باران,1.49,750.0,4.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20260715-514.jpg
241,کار ساخته بازار,GD01014861 - عقیق,3.69,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260715-989.jpg
242,کار ساخته بازار,GD01014860 - 100,3.27,750.0,4.0,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260715-649.jpg
243,کار ساخته بازار,GD01014859 - 100,3.16,750.0,4.0,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260715-123.jpg
244,کار ساخته بازار,GD01014858 - 100,3.16,750.0,4.0,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260715-304.jpg
245,کار ساخته بازار,GD01014854 - آلارز,2.89,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260715-781.jpg
246,کار ساخته بازار,GD01014853 - آلارز,2.53,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-768.jpg
247,کار ساخته بازار,GD01014852 - آلارز,2.67,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-133.jpg
248,کار ساخته بازار,GD01014851 - آلارز,2.73,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260715-927.jpg
249,کار ساخته بازار,GD01014850 - آلارز,2.76,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260715-806.jpg
250,کار ساخته بازار,GD01014848 - آلارز,2.59,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260716-374.jpg
251,کار ساخته بازار,GD01014847,3.03,750.0,7.5,9.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260716-710.jpg
252,کار ساخته بازار,GD01014845,1.46,750.0,5.5,7.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260714-40.jpg
253,کار ساخته بازار,GD01014838 - شهیاد,5.34,750.0,1.9,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260714-124.jpg
254,کار ساخته بازار,GD01014837 - شهیاد,5.35,750.0,1.9,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260714-975.jpg
255,کار ساخته بازار,GD01014836 - شهیاد,5.17,750.0,1.9,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260714-972.jpg
256,کار ساخته بازار,GD01014835 - شهیاد,5.33,750.0,1.9,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260714-230.jpg
257,کار ساخته بازار,GD01014834 - شهیاد,5.4,750.0,1.9,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260714-160.jpg
258,کار ساخته بازار,GD01014833 - شهیاد,5.25,750.0,1.9,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260714-899.jpg
259,کار ساخته بازار,GD01014832 - شهیاد,4.89,750.0,1.9,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260714-181.jpg
260,کار ساخته بازار,GD01014831 - شهیاد,4.84,750.0,1.9,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260714-298.jpg
261,کار ساخته بازار,GD01014826 - دیاکو سفید,5.65,750.0,3.5,7.0,0.0,0.0,0.0,0.0,سفید,تک پوش,3.0,,Img20260714-94.jpg
262,کار ساخته بازار,GD01014825 - ونکلیف تراش,1.04,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260714-257.jpg
263,کار ساخته بازار,GD01014824 - ونکلیف تراش,0.76,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260714-59.jpg
264,کار ساخته بازار,GD01014823 - ونکلیف تراش,1.62,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260714-695.jpg
265,کار ساخته بازار,GD01014822 - ونکلیف تراش,1.89,750.0,6.5,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260714-307.jpg
266,کار ساخته بازار,GD01014819 - شانل,2.59,750.0,4.0,7.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20260714-908.jpg
267,کار ساخته بازار,GD01014809 - اپل,4.48,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260714-828.jpg
268,کار ساخته بازار,GD01014808 - اپل,4.51,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260714-524.jpg
269,کار ساخته بازار,GD01014807 - اپل,4.33,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260714-396.jpg
270,کار ساخته بازار,GD01014806 - اپل,4.02,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260714-500.jpg
271,کار ساخته بازار,GD01014805 - اپل,4.05,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260714-523.jpg
272,کار ساخته بازار,GD01014804 - اپل,4.09,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,3.0,,Img20260714-186.jpg
273,کار ساخته بازار,GD01014803 - اپل,3.75,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260714-336.jpg
274,کار ساخته بازار,GD01014802 - اپل,4.34,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260714-194.jpg
275,کار ساخته بازار,GD01014801 - اپل,4.46,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260714-545.jpg
276,کار ساخته بازار,GD01014800 - اپل,3.69,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260714-747.jpg
277,کار ساخته بازار,GD01014799 - اپل,4.16,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260714-407.jpg
278,کار ساخته بازار,GD01014798 - اپل,3.94,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,2.0,,Img20260714-80.jpg
279,کار ساخته بازار,GD01014797 - اپل,3.51,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260714-636.jpg
280,کار ساخته بازار,GD01014796 - اپل,3.85,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260714-85.jpg
281,کار ساخته بازار,GD01014795 - اپل,3.81,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260714-564.jpg
282,کار ساخته بازار,GD01014794 - اپل,3.66,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260714-43.jpg
283,کار ساخته بازار,GD01014793 - اپل,4.1,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260714-640.jpg
284,کار ساخته بازار,GD01014792 - اپل,4.28,750.0,6.5,8.0,0.0,0.0,0.0,0.0,دو رنگ,النگو,1.0,,Img20260714-225.jpg
285,کار ساخته بازار,GD01014790 - تراش,2.82,750.0,0.0,2.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20260714-625.jpg
286,کار ساخته بازار,GD01014789 - تراش,4.3,750.0,0.0,2.0,0.0,0.0,0.0,0.0,دو رنگ,دستبند,,,Img20260714-332.jpg
287,کار ساخته بازار,GD01014788,6.53,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20260714-543.jpg
288,کار ساخته بازار,GD01014787 - دراگون,11.29,750.0,0.0,2.0,0.0,0.0,0.0,0.0,دو رنگ,گردنبند,,,Img20260714-373.jpg
289,کار ساخته بازار,GD01014786 - طرح عربی,14.89,750.0,0.0,2.0,0.0,0.0,0.0,0.0,دو رنگ,گردنبند,,,nopicture.png
290,کار ساخته بازار,GD01014781,2.43,750.0,9.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,nopicture.png
291,کار ساخته بازار,GD01014773,1.34,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,مدال,,,nopicture.png
292,کار ساخته بازار,GD01014772,0.83,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,مدال,,,nopicture.png
293,کار ساخته بازار,GD01014771,1.61,750.0,9.0,9.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260713-193.jpg
294,کار ساخته بازار,GD01014767 - گندمی,3.36,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260713-459.jpg
295,کار ساخته بازار,GD01014766 - زنجیری,3.02,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260713-988.jpg
296,کار ساخته بازار,GD01014762 - 726,3.49,750.0,3.0,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260713-769.jpg
297,کار ساخته بازار,GD01014761 - 726,3.64,750.0,3.0,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260713-613.jpg
298,کار ساخته بازار,GD01014759,3.27,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-415.jpg
299,کار ساخته بازار,GD01014758,3.17,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-425.jpg
300,کار ساخته بازار,GD01014757,3.18,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-275.jpg
301,کار ساخته بازار,GD01014756,3.14,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-636.jpg
302,کار ساخته بازار,GD01014755,3.28,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-712.jpg
303,کار ساخته بازار,GD01014752,2.8,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-573.jpg
304,کار ساخته بازار,GD01014751,2.66,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-470.jpg
305,کار ساخته بازار,GD01014746,2.63,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-94.jpg
306,کار ساخته بازار,GD01014745,2.62,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-289.jpg
307,کار ساخته بازار,GD01014743 - 603,3.2,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-871.jpg
308,کار ساخته بازار,GD01014742 - 603,3.26,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-667.jpg
309,کار ساخته بازار,GD01014741 - 603,3.26,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-462.jpg
310,کار ساخته بازار,GD01014740 - 603,3.29,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,3.0,,Img20260713-570.jpg
311,کار ساخته بازار,GD01014734 - 603,2.58,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-373.jpg
312,کار ساخته بازار,GD01014733 - 603,2.62,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-556.jpg
313,کار ساخته بازار,GD01014732 - 603,2.68,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-952.jpg
314,کار ساخته بازار,GD01014731 - 603,2.63,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-986.jpg
315,کار ساخته بازار,GD01014730 - 603,2.67,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-964.jpg
316,کار ساخته بازار,GD01014729 - 603,2.61,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-912.jpg
317,کار ساخته بازار,GD01014728 - 603,2.87,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260713-480.jpg
318,کار ساخته بازار,GD01014727 - 603,2.86,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260713-214.jpg
319,کار ساخته بازار,GD01014726 - 603,2.76,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260713-940.jpg
320,کار ساخته بازار,GD01014725 - 603,2.85,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,2.0,,Img20260713-24.jpg
321,کار ساخته بازار,GD01014724 - 603,3.24,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260713-969.jpg
322,کار ساخته بازار,GD01014723 - 603,3.42,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260713-936.jpg
323,کار ساخته بازار,GD01014722 - 603,3.31,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260713-794.jpg
324,کار ساخته بازار,GD01014721 - 603,3.22,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260713-983.jpg
325,کار ساخته بازار,GD01014720 - 603,3.25,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,3.0,,Img20260713-494.jpg
326,کار ساخته بازار,GD01014719 - 603,2.65,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260713-532.jpg
327,کار ساخته بازار,GD01014718 - 603,2.63,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260713-111.jpg
328,کار ساخته بازار,GD01014717 - 603,2.78,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260713-243.jpg
329,کار ساخته بازار,GD01014716 - 603,2.67,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260713-713.jpg
330,کار ساخته بازار,GD01014715 - 603,2.68,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260713-358.jpg
331,کار ساخته بازار,GD01014714 - 603,2.61,750.0,2.5,7.0,0.0,0.0,0.0,0.0,سفید,النگو,1.0,,Img20260713-996.jpg
332,کار ساخته بازار,GD01014712,2.65,750.0,6.8,8.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20260713-894.jpg
333,کار ساخته بازار,GD01014711,2.86,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260713-232.jpg
334,کار ساخته بازار,GD01014710,2.97,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260713-504.jpg
335,کار ساخته بازار,GD01014709,2.67,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,2.0,,Img20260713-678.jpg
336,کار ساخته بازار,GD01014708,2.67,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-478.jpg
337,کار ساخته بازار,GD01014706,2.65,750.0,2.5,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-976.jpg
338,کار ساخته بازار,GD01014703,2.23,750.0,4.5,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260713-900.jpg
339,کار ساخته بازار,GD01014696,2.9,750.0,2.0,7.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260713-542.jpg
340,کار ساخته بازار,GD01014693 - منتخب,3.9,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260712-366.jpg
341,کار ساخته بازار,GD01014690 - منتخب 2017,3.96,750.0,0.0,2.0,0.0,0.0,0.0,0.0,زرد,النگو,1.0,,Img20260712-743.jpg
